id,sentence,e1_pos,e2_pos,relation,label
274,The solution comprises the creation decentralized Internet host name resolution system with flat hierarchy on the basis Small World data structure,1,4,Other,0
275,Tension Release by Mega Food contains clinically studied extract Ashwagandha that helps inhibit fatigue physical tension from everyday stress,15,18,"Cause-Effect(e2,e1)",10
276,With an innate desire know do mankind has progressed past placing dead fish in every hill corn beans squash,15,16,Other,0
277,Mayans charted Venus motion across the sky poured chocolate into jars interred them with the dead,8,10,"Entity-Destination(e1,e2)",7
278,The elephant descended from an aquatic animal,1,6,"Entity-Origin(e1,e2)",13
279,A special meeting the shareholders Lydia Diamond was held on December the Sale was approved by the shareholders,2,4,Other,0
280,He inserted needle into the tattoo machine,2,6,"Entity-Destination(e1,e2)",7
281,The aim this study therefore was examine the embryo quality obtained from vitrified warmed oocytes in standard infertility population,9,14,Other,0
282,The letter was sent from group group the dispersed believers try build them up encourage them fill them with hope,1,6,"Entity-Destination(e1,e2)",7
283,Cardiovascular disease is one the leading causes morbidity mortality in the UK as well as in the developed the developing world,0,7,"Cause-Effect(e1,e2)",9
284,The level surface closest the MSS known as the geoid departs from an ellipsoid by about m in each direction,9,13,Other,0
285,After soaking them overnight we slipped the beans into fairly wine flask that been peeled its straw wrapper,7,11,"Entity-Destination(e1,e2)",7
286,Dizziness from nasal sinus pressure usually can be seen on good nasal examination CT the sinuses,0,3,"Cause-Effect(e2,e1)",10
287,Students actually benefit from study through an STS approach,4,8,"Instrument-Agency(e2,e1)",6
288,In the campaign the governor won the Hispanic vote with appearances such as one at Casa de Maryland,4,10,Other,0
289,The bomb was hidden in handcart near the Mar Toma Church also known as Church St. Thomas in the city Mosul,1,5,"Content-Container(e1,e2)",17
290,She does however remember walking through campus when chipper salesman gave her fistful bright orange coupons offering her her friends complimentary slices pizza,12,15,"Member-Collection(e2,e1)",16
291,I have imported an audio book into the software,5,8,"Entity-Destination(e1,e2)",7
292,The soldiers moved into the deep jungle,1,6,"Entity-Destination(e1,e2)",7
293,The chair the corporation at the time election shall be either former President the retiring President or member not emeritus the Corporation,1,3,Other,0
294,The hole was found in piece the package that was ripped off near its edge,1,5,Other,0
295,The mummy originally was inside wooden coffin which had deteriorated,1,5,"Content-Container(e1,e2)",17
296,This meeting establishes the laws which govern the church the priorities for the coming year,1,4,"Cause-Effect(e1,e2)",9
297,The game was sealed in the original packing unopened untouched,1,7,"Content-Container(e1,e2)",17
298,The oculomotor nerve rests in cistern within the sinus roof,2,5,"Component-Whole(e1,e2)",11
299,A baby girl was murdered her body stuffed in sack dumped in water body in the capital Pallabi area,6,9,"Entity-Destination(e1,e2)",7
300,The new model is moving into new territory with revisions,2,7,"Entity-Destination(e1,e2)",7
301,He also pointed out that on the Sabbath the priests broke the commandment with priestly work,9,15,Other,0
302,The sagas developed from the oral culture the Viking Age,1,5,"Entity-Origin(e1,e2)",13
303,Hogarth also decorated the walls the hospital with works art donated by contemporary British artists,4,6,"Component-Whole(e1,e2)",11
304,They are storing the solution in refrigerator avoid degradation transfer what is immediately needed spray bottle for manual cleaning,4,6,"Content-Container(e1,e2)",17
305,In desperate attempt the company poured money into the project,6,9,"Entity-Destination(e1,e2)",7
306,My grandparents rest beneath stone that shows farmer plowing with mule an emblem the way they began their lives together back in the,7,10,"Instrument-Agency(e2,e1)",6
307,The temperature at which flower buds are injured depends,4,5,"Component-Whole(e2,e1)",12
308,Her clothes were in box with no lid sitting on the next higher step,1,4,"Content-Container(e1,e2)",17
309,The venter encloses venter canal cell an egg cell,1,5,"Component-Whole(e2,e1)",12
310,Feedback as defined earlier in this chapter is information that can be used modify or maintain previous,0,6,"Message-Topic(e2,e1)",2
311,The train arrives from distant point bears down on the viewer finally crossing the lower edge the screen,1,5,"Entity-Origin(e1,e2)",13
312,In shocking incident the body school boy resident Munshi Ka Rasta in Nahargarh area was found in sack with his mouth glued with on the railway tracks near Railway Station in area Tonk district on Thursday evening,4,17,"Content-Container(e1,e2)",17
313,He likewise directed Edric fling out his nets who was rewarded with miraculous salmons,13,13,"Member-Collection(e2,e1)",16
314,Five has launched website Holy Soap dedicated popular television soap operas across all channels,3,9,"Message-Topic(e1,e2)",1
315,The Aroon indicator system consists two lines up down,3,6,"Component-Whole(e2,e1)",12
316,The fire started when the owner lit fire behind the house,5,7,"Product-Producer(e2,e1)",4
317,A street writer who in love letters becomes involved with one the addressees,2,6,"Product-Producer(e2,e1)",4
318,The name the aquarium was derived from public vote amongst Japanese people,1,8,"Entity-Origin(e1,e2)",13
319,She has fetched the poodle into the same acre ground as pup,4,8,"Entity-Destination(e1,e2)",7
320,Phobia like fear from crowd fear from insects fear from height etc all contribute in developing the anxiety disorder,2,4,"Cause-Effect(e2,e1)",10
321,The avalanches originated in an extensive mass rock that had previously been hydrothermally altered in large part clay,1,6,"Entity-Origin(e1,e2)",13
322,The exhibition describes the fight against the forces nature that has been central the history Vasa ever since it sunk in,1,4,"Message-Topic(e1,e2)",1
323,We placed some wax into the old tin can,3,8,"Entity-Destination(e1,e2)",7
324,I looked straight under the nose the plane sure enough I was directly over the tiny airstrip,5,7,"Component-Whole(e1,e2)",11
325,The executive board this company reported on its activities answered questions from the audience,1,4,"Component-Whole(e1,e2)",11
326,They have also taken very personal story about one family box toys from the future turned it into an epic story in which childlike innocence saves the human race,11,14,"Entity-Origin(e1,e2)",13
327,He the pocketwatch by letting down the mainspring ribbon tightly rolled steel inside the mainspring barrel,2,7,"Component-Whole(e2,e1)",12
328,OVATION is the television network devoted exclusively the arts featuring programming on visual arts theater opera music dance,3,8,"Message-Topic(e1,e2)",1
329,A penal code is portion state laws defining crimes specifying the punishment,6,8,"Message-Topic(e1,e2)",1
330,A normal beer is 8 2 euros beer with raspberry syrup is 9,9,10,"Entity-Origin(e2,e1)",14
331,In cloudless new moon sky billion stars lit the heavens,6,9,Other,0
332,The hidden preamble or timing signal is employed mark the time commencement the transmission information pulses from transmitter,13,17,"Cause-Effect(e2,e1)",10
333,In peep bantam chickens proliferative skin lesions were observed on the shanks 6 birds with digit necrosis observed in some birds,1,3,"Member-Collection(e2,e1)",16
334,The cover the inner artwork the record was in an article published in,1,10,"Message-Topic(e2,e1)",2
335,Doe confrontation with the flight attendant caused commotion on the plane prolonged the flight delay added the aggravation already being felt by the passengers crew,1,7,"Cause-Effect(e1,e2)",9
336,The workers build the honeycomb in which the eggs are laid the honey pollen is stored,1,4,"Product-Producer(e2,e1)",4
337,The blue plastic cutting board behind it was in box lot I bought at an auction,3,9,"Content-Container(e1,e2)",17
338,Instead dominance submission he uses the terms assertiveness passiveness reflect the role the wolf in the pack,13,16,"Member-Collection(e1,e2)",15
339,The chronic protein is the product the hybrid gene,2,8,Other,0
340,The purpose the audit was report on the financial statements,3,8,Other,0
341,The stomach was full fine gravel small seeds,1,5,"Content-Container(e2,e1)",18
342,I bore my chalice safely through throng foes,6,7,"Member-Collection(e2,e1)",16
343,The body is already removed for an autopsy placed in lead coffin which is put inside wooden case,11,17,"Content-Container(e1,e2)",17
344,The increase the signal might correspond formation the excitons while the reduction the signal originates from the relaxation,11,17,"Cause-Effect(e2,e1)",10
345,We estimate wind speed associated with the devastation caused by the tornado,7,11,"Cause-Effect(e2,e1)",10
346,The robot reached the goal using smaller number internal states than with the conventional methods,1,9,"Component-Whole(e2,e1)",12
347,The basic indicator the health condition trees stands forests is tree defoliation,2,5,"Cause-Effect(e2,e1)",10
348,The deficits are caused by people saving too much their money,1,5,"Cause-Effect(e2,e1)",10
349,A teacher writes whole number less than on the blackboard,1,9,"Instrument-Agency(e2,e1)",6
350,It was whole flying wedge white swans flying over Wall Street marking the market in their own charming way,4,6,"Component-Whole(e2,e1)",12
351,Unfortunately my friend falls in love easily breaks her heart all the time,2,5,Other,0
352,Heat wind smoke cause flight delays,1,5,"Cause-Effect(e1,e2)",9
353,In developing countries all the illnesses are caused by diseases with being the leading cause childhood death,5,9,"Cause-Effect(e2,e1)",10
354,This has made it much richer rather like fried bread altogether different from the crisp rectangles produced by the modern cook,15,20,"Product-Producer(e1,e2)",3
355,Billions flow into unit products,0,4,"Entity-Destination(e1,e2)",7
