id,sentence,e1_pos,e2_pos,label
248,Mobile lost in the ocean was found in a cod belly .,0,10,"Content-Container(e1,e2)"
249,The flyer advertised a two-week workshop being conducted at the university this summer .,1,5,"Message-Topic(e1,e2)"
250,The hotel arose from the reconstruction of historical building .,1,5,Other
251,"This revised edition incorporates new research findings and advances in the treatment of genetic disorders , including gene-directed therapies .",2,6,"Message-Topic(e1,e2)"
252,"Fish swim in a shoal , but they fall one by one .",0,4,"Member-Collection(e1,e2)"
253,All bookmarks have been exported to a single file .,1,8,"Entity-Destination(e1,e2)"
254,The team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease .,1,5,"Instrument-Agency(e2,e1)"
255,Tobia made a stunning revelation in a phone call in September 2002 .,4,7,"Message-Topic(e2,e1)"
256,It was also home to a bale of snapping turtles and a siege of great blue herons .,12,16,"Member-Collection(e2,e1)"
257,"The indenter is pushed into the material , and both the load and displacement increase .",1,6,"Entity-Destination(e1,e2)"
258,The latest issue of Five Bells has been sent to poet union members .,2,12,"Entity-Destination(e1,e2)"
259,Cruisers and large yachts have much more sophisticated fittings that that require more skills .,0,8,"Component-Whole(e2,e1)"
260,The accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near Nabha .,1,7,"Instrument-Agency(e2,e1)"
261,There are enough gills there to serve the oxygen demands of an entire shiver of whale sharks .,13,16,"Member-Collection(e2,e1)"
262,The inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube .,17,21,"Entity-Destination(e1,e2)"
263,The finished doll was made with stockings for the face and a baby sock for the body .,2,6,"Component-Whole(e2,e1)"
264,It is the document repository of extremely valuable archival documents illustrating the history of the Spanish Empire .,9,12,"Message-Topic(e1,e2)"
265,"This `` all around immature nice guy '' is , above all , a choreographer , having devised the moves to the film adaptation of Hairspray .",14,19,Other
266,"The state has assembled a $ 230 million incentive package to lure the project , which could mean as many as 9000 jobs .",1,9,Other
267,"When you strike someone with a bottle full of carbonated beverage , apparently a vacuum is created and then quickly refills , which is somehow capable of breaking the glass .",6,9,"Content-Container(e2,e1)"
268,Welding wire is coiled in a pail and used as an electrode in an automatic or semiautomatic welding operation .,1,6,"Content-Container(e1,e2)"
269,The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins .,2,5,"Cause-Effect(e1,e2)"
270,Various configurations have been illustrated in the drawings .,1,7,"Message-Topic(e2,e1)"
271,Avci was the head of the chief of the police in Diyarbakir between 1984 and 1992 .,3,9,"Member-Collection(e1,e2)"
272,"The series comprises some re-issues of the previous books , as well as new titles .",1,14,"Component-Whole(e2,e1)"
273,The agitating students also put up a barricade on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm .,2,7,"Product-Producer(e2,e1)"
274,The solution comprises the creation of a decentralized Internet host name resolution system with flat hierarchy on the basis of Metrized Small World data structure .,1,4,Other
275,"Tension Release by Mega Food contains Sensoril , a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress .",22,25,"Cause-Effect(e2,e1)"
276,"With an innate desire to know and to do , mankind has progressed past placing a dead fish in every hill of corn , beans and squash .",20,22,Other
277,"Mayans charted Venus 's motion across the sky , poured chocolate into jars and interred them with the dead .",10,12,"Entity-Destination(e1,e2)"
278,The elephant descended from an aquatic animal .,1,6,"Entity-Origin(e1,e2)"
279,"A special meeting of the shareholders of Lydia Diamond was held on December 23rd , 2009 and the Sale was approved by the shareholders .",2,5,Other
280,He inserted a needle into the tattoo machine .,3,7,"Entity-Destination(e1,e2)"
281,"The aim of this study , therefore , was to examine the embryo quality obtained from vitrified , warmed oocytes in a standard infertility population .",13,19,Other
282,The letter was sent from group to group of the dispersed believers to try and build them up `` to encourage them '' to fill them with hope .,1,7,"Entity-Destination(e1,e2)"
283,"Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK , as well as in the developed and the developing world .",0,9,"Cause-Effect(e1,e2)"
284,"The level surface closest to the MSS , known as the geoid , departs from an ellipsoid by about 100 m in each direction .",11,16,Other
285,"After soaking them overnight , we slipped the beans into a fairly wide-necked wine flask that 's been peeled of its straw wrapper .",8,14,"Entity-Destination(e1,e2)"
286,Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses .,0,4,"Cause-Effect(e2,e1)"
287,Students actually benefit from study through an STS approach .,4,8,"Instrument-Agency(e2,e1)"
288,"In the 2006 campaign , the governor won the Hispanic vote with appearances such as one at Casa de Maryland .",6,12,Other
289,"The bomb was hidden in a handcart near the Mar Toma Church , also known as Church of St. Thomas , in the city of Mosul .",1,6,"Content-Container(e1,e2)"
290,"She does , however , remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza .",16,20,"Member-Collection(e2,e1)"
291,I have imported an audio book into the software .,5,8,"Entity-Destination(e1,e2)"
292,The soldiers moved into the deep jungle .,1,6,"Entity-Destination(e1,e2)"
293,"The chair of the corporation , at the time of election , shall be either a former President , the retiring President , or a member ( not emeritus ) of the Corporation .",1,4,Other
294,The hole was found in a piece of the package that was ripped off near its edge .,1,6,Other
295,"The mummy originally was inside a wooden coffin , which had deteriorated .",1,6,"Content-Container(e1,e2)"
296,This meeting establishes the laws which govern the church and the priorities for the coming year .,1,4,"Cause-Effect(e1,e2)"
297,"The game was sealed in the original packing , unopened and untouched .",1,7,"Content-Container(e1,e2)"
298,The oculomotor nerve rests in a cistern within the sinus roof .,2,6,"Component-Whole(e1,e2)"
299,A baby girl was murdered and her body stuffed in a sack and dumped in a water body in the capital 's Pallabi area .,7,11,"Entity-Destination(e1,e2)"
300,The new model is moving into new territory with revisions .,2,7,"Entity-Destination(e1,e2)"
301,He also pointed out that on the Sabbath the priests broke the commandment with priestly work .,9,15,Other
302,The sagas developed from the oral culture of the Viking Age .,1,5,"Entity-Origin(e1,e2)"
303,Hogarth also decorated the walls of the hospital with works of art donated by contemporary British artists .,4,7,"Component-Whole(e1,e2)"
304,They are storing the solution in a non-food refrigerator to avoid degradation and transfer what is immediately needed to a spray bottle for manual cleaning .,4,8,"Content-Container(e1,e2)"
305,"In a desperate attempt , the company poured money into the project .",8,11,"Entity-Destination(e1,e2)"
306,"My grandparents rest beneath a stone that shows a farmer plowing with a mule , an emblem of the way they began their lives together back in the 1930s .",9,13,"Instrument-Agency(e2,e1)"
307,The temperature at which flower buds are injured depends .,4,5,"Component-Whole(e2,e1)"
308,Her clothes were in a box with no lid sitting on the next higher step .,1,5,"Content-Container(e1,e2)"
309,The venter encloses a venter canal cell and an egg cell .,1,6,"Component-Whole(e2,e1)"
310,"Feedback , as defined earlier in this chapter , is information that can be used to modify or maintain previous behaviours .",0,7,"Message-Topic(e2,e1)"
311,"The train arrives from a distant point and bears down on the viewer , finally crossing the lower edge of the screen .",1,6,"Entity-Origin(e1,e2)"
312,"In a shocking incident , the body of a 10-year-old school boy , a resident of Jaylal Munshi Ka Rasta in Nahargarh area , was found in a sack with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening .",6,28,"Content-Container(e1,e2)"
313,"He likewise directed Edric to fling out his nets , who was rewarded with a miraculous draught of salmons .",16,18,"Member-Collection(e2,e1)"
314,"Five has launched a website , Holy Soap , dedicated to popular television soap operas across all channels .",4,13,"Message-Topic(e1,e2)"
315,"The Aroon indicator system consists of two lines , 'Aroon ( up ) ' and 'Aroon ( down ) ' .",3,7,"Component-Whole(e2,e1)"
316,The fire started when the owner lit a fire behind the house .,5,8,"Product-Producer(e2,e1)"
317,A street writer who specialises in love letters becomes involved with one of the addressees .,2,7,"Product-Producer(e2,e1)"
318,The name of the aquarium was derived from a public vote amongst Japanese people .,1,10,"Entity-Origin(e1,e2)"
319,She has fetched the poodle into the same acre of ground as pup .,4,8,"Entity-Destination(e1,e2)"
320,"Phobia like fear from crowd , fear from insects , fear from height etc all contribute in developing the anxiety disorder .",2,4,"Cause-Effect(e2,e1)"
321,The avalanches originated in an extensive mass of rock that had previously been hydrothermally altered in large part to clay .,1,6,"Entity-Origin(e1,e2)"
322,The exhibition describes the fight against the forces of nature that has been central to the history of Vasa ever since it sunk in 1628 .,1,4,"Message-Topic(e1,e2)"
323,We placed some wax into the old tin can .,3,8,"Entity-Destination(e1,e2)"
324,"I looked straight under the nose of the plane and sure enough , I was directly over the tiny airstrip .",5,8,"Component-Whole(e1,e2)"
